endpoint,model,subset_key,subset_modalities,n_modalities,fold,threshold,weighted_f1,auc,acc,n_train,n_val
rec,voting,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.78,0.9628921500660425,0.9900153609831028,0.963855421686747,336,83
rec,xgb,clinical+semantic+temporal+pathological,clinical+semantic+temporal+pathological,4,4,0.8200000000000001,0.9628921500660425,0.978494623655914,0.963855421686747,336,83
rec,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.23,1.0,1.0,1.0,335,84
rec,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.21,1.0,1.0,1.0,335,84
rec,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.24,1.0,1.0,1.0,335,84
rec,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.12,1.0,1.0,1.0,335,84
rec,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,0,0.05,1.0,1.0,1.0,335,84
rec,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.08,0.9536707056307911,0.9916855631141346,0.9523809523809524,335,84
rec,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.01,0.9645581395348836,0.9894179894179894,0.9642857142857144,335,84
rec,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.63,0.9633273703041146,0.9924414210128496,0.9642857142857144,335,84
rec,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.54,0.9639907816401,0.9931972789115646,0.9642857142857144,335,84
rec,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,1,0.7100000000000001,0.9757812499999998,0.9916855631141344,0.9761904761904762,335,84
rec,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.36,1.0,1.0,1.0,335,84
rec,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.05,1.0,1.0,1.0,335,84
rec,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.3,1.0,1.0,1.0,335,84
rec,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.21,1.0,1.0,1.0,335,84
rec,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,2,0.22,1.0,1.0,1.0,335,84
rec,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.61,0.9880044296788482,0.9941348973607038,0.988095238095238,335,84
rec,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.01,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.36,0.9761904761904762,0.9963343108504398,0.9761904761904762,335,84
rec,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.75,0.9880044296788482,0.99633431085044,0.988095238095238,335,84
rec,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.47,0.9635592124595944,0.9915514592933948,0.963855421686747,336,83
rec,lgbm,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.99,0.9628921500660425,0.9877112135176652,0.963855421686747,336,83
rec,rf,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.54,0.9635592124595944,0.9907834101382488,0.963855421686747,336,83
rec,voting,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.77,0.9628921500660425,0.9900153609831028,0.963855421686747,336,83
rec,xgb,clinical+semantic+temporal+pathological+spatial,clinical+semantic+temporal+pathological+spatial,5,4,0.77,0.9628921500660425,0.9746543778801844,0.963855421686747,336,83
rec,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.25,1.0,1.0,1.0,335,84
rec,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.01,1.0,1.0,1.0,335,84
rec,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.24,1.0,1.0,1.0,335,84
rec,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.13,1.0,1.0,1.0,335,84
rec,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,0,0.04,1.0,1.0,1.0,335,84
rec,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.23,0.9523809523809524,0.9901738473167044,0.9523809523809524,335,84
rec,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.49,0.9639907816401,0.9871504157218444,0.9642857142857144,335,84
rec,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.0999999999999999,0.9536707056307911,0.9916855631141346,0.9523809523809524,335,84
rec,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.59,0.9639907816401,0.9931972789115646,0.9642857142857144,335,84
rec,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,1,0.66,0.9639907816401,0.9909297052154196,0.9642857142857144,335,84
rec,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.4,1.0,1.0,1.0,335,84
rec,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.03,1.0,1.0,1.0,335,84
rec,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.31,1.0,1.0,1.0,335,84
rec,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.22,1.0,1.0,1.0,335,84
rec,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,2,0.25,1.0,1.0,1.0,335,84
rec,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.36,0.9761904761904762,0.995601173020528,0.9761904761904762,335,84
rec,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.8400000000000001,0.9880044296788482,0.999266862170088,0.988095238095238,335,84
rec,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.68,0.9880044296788482,0.997067448680352,0.988095238095238,335,84
rec,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.75,0.9880044296788482,0.997067448680352,0.988095238095238,335,84
rec,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.49,0.9635592124595944,0.9900153609831028,0.963855421686747,336,83
rec,lgbm,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.98,0.9628921500660425,0.977726574500768,0.963855421686747,336,83
rec,rf,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.53,0.9635592124595944,0.988479262672811,0.963855421686747,336,83
rec,voting,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.79,0.9628921500660425,0.9869431643625192,0.963855421686747,336,83
rec,xgb,clinical+semantic+temporal+spatial,clinical+semantic+temporal+spatial,4,4,0.79,0.9628921500660425,0.9754224270353302,0.963855421686747,336,83
rec,et,clinical+spatial,clinical+spatial,2,0,0.22,1.0,1.0,1.0,335,84
rec,lgbm,clinical+spatial,clinical+spatial,2,0,0.01,1.0,1.0,1.0,335,84
rec,rf,clinical+spatial,clinical+spatial,2,0,0.25,1.0,1.0,1.0,335,84
rec,voting,clinical+spatial,clinical+spatial,2,0,0.12,1.0,1.0,1.0,335,84
rec,xgb,clinical+spatial,clinical+spatial,2,0,0.04,1.0,1.0,1.0,335,84
rec,et,clinical+spatial,clinical+spatial,2,1,0.19,0.9523809523809524,0.9909297052154196,0.9523809523809524,335,84
rec,lgbm,clinical+spatial,clinical+spatial,2,1,0.6900000000000001,0.9639907816401,0.9894179894179894,0.9642857142857144,335,84
rec,rf,clinical+spatial,clinical+spatial,2,1,0.67,0.9633273703041146,0.9909297052154196,0.9642857142857144,335,84
rec,voting,clinical+spatial,clinical+spatial,2,1,0.65,0.9639907816401,0.9924414210128496,0.9642857142857144,335,84
rec,xgb,clinical+spatial,clinical+spatial,2,1,0.65,0.9639907816401,0.9901738473167044,0.9642857142857144,335,84
rec,et,clinical+spatial,clinical+spatial,2,2,0.33,1.0,1.0,1.0,335,84
rec,lgbm,clinical+spatial,clinical+spatial,2,2,0.08,1.0,1.0,1.0,335,84
rec,rf,clinical+spatial,clinical+spatial,2,2,0.33,1.0,1.0,1.0,335,84
rec,voting,clinical+spatial,clinical+spatial,2,2,0.22,1.0,1.0,1.0,335,84
rec,xgb,clinical+spatial,clinical+spatial,2,2,0.25,1.0,1.0,1.0,335,84
rec,et,clinical+spatial,clinical+spatial,2,3,0.28,0.9761904761904762,0.9948680351906158,0.9761904761904762,335,84
rec,lgbm,clinical+spatial,clinical+spatial,2,3,0.54,0.9880044296788482,0.999266862170088,0.988095238095238,335,84
rec,rf,clinical+spatial,clinical+spatial,2,3,0.64,0.9880044296788482,0.9978005865102638,0.988095238095238,335,84
rec,voting,clinical+spatial,clinical+spatial,2,3,0.68,0.9880044296788482,0.997800586510264,0.988095238095238,335,84
rec,xgb,clinical+spatial,clinical+spatial,2,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+spatial,clinical+spatial,2,4,0.49,0.9635592124595944,0.9907834101382488,0.963855421686747,336,83
rec,lgbm,clinical+spatial,clinical+spatial,2,4,0.98,0.9628921500660425,0.9746543778801844,0.963855421686747,336,83
rec,rf,clinical+spatial,clinical+spatial,2,4,0.54,0.9635592124595944,0.9900153609831028,0.963855421686747,336,83
rec,voting,clinical+spatial,clinical+spatial,2,4,0.8,0.9628921500660425,0.988479262672811,0.963855421686747,336,83
rec,xgb,clinical+spatial,clinical+spatial,2,4,0.8200000000000001,0.9628921500660425,0.9746543778801844,0.963855421686747,336,83
rec,et,clinical+temporal,clinical+temporal,2,0,0.23,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal,clinical+temporal,2,0,0.01,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal,clinical+temporal,2,0,0.25,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal,clinical+temporal,2,0,0.11,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal,clinical+temporal,2,0,0.06,1.0,1.0,1.0,335,84
rec,et,clinical+temporal,clinical+temporal,2,1,0.21,0.9523809523809524,0.9901738473167044,0.9523809523809524,335,84
rec,lgbm,clinical+temporal,clinical+temporal,2,1,0.01,0.9645581395348836,0.9894179894179892,0.9642857142857144,335,84
rec,rf,clinical+temporal,clinical+temporal,2,1,0.68,0.9633273703041146,0.9916855631141344,0.9642857142857144,335,84
rec,voting,clinical+temporal,clinical+temporal,2,1,0.47,0.9639907816401,0.9931972789115646,0.9642857142857144,335,84
rec,xgb,clinical+temporal,clinical+temporal,2,1,0.55,0.9639907816401,0.9901738473167044,0.9642857142857144,335,84
rec,et,clinical+temporal,clinical+temporal,2,2,0.34,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal,clinical+temporal,2,2,0.08,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal,clinical+temporal,2,2,0.31,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal,clinical+temporal,2,2,0.22,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal,clinical+temporal,2,2,0.25,1.0,1.0,1.0,335,84
rec,et,clinical+temporal,clinical+temporal,2,3,0.37,0.9761904761904762,0.99633431085044,0.9761904761904762,335,84
rec,lgbm,clinical+temporal,clinical+temporal,2,3,0.29,0.9880044296788482,0.998533724340176,0.988095238095238,335,84
rec,rf,clinical+temporal,clinical+temporal,2,3,0.66,0.9880044296788482,0.997067448680352,0.988095238095238,335,84
rec,voting,clinical+temporal,clinical+temporal,2,3,0.61,0.9880044296788482,0.997800586510264,0.988095238095238,335,84
rec,xgb,clinical+temporal,clinical+temporal,2,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+temporal,clinical+temporal,2,4,0.47,0.9635592124595944,0.989247311827957,0.963855421686747,336,83
rec,lgbm,clinical+temporal,clinical+temporal,2,4,0.96,0.9628921500660425,0.977726574500768,0.963855421686747,336,83
rec,rf,clinical+temporal,clinical+temporal,2,4,0.7100000000000001,0.9628921500660425,0.9900153609831028,0.963855421686747,336,83
rec,voting,clinical+temporal,clinical+temporal,2,4,0.8,0.9628921500660425,0.9869431643625192,0.963855421686747,336,83
rec,xgb,clinical+temporal,clinical+temporal,2,4,0.78,0.9628921500660425,0.9746543778801844,0.963855421686747,336,83
rec,et,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.21,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.06,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.22,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.12,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,0,0.06,1.0,1.0,1.0,335,84
rec,et,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.65,0.9633273703041146,0.9924414210128496,0.9642857142857144,335,84
rec,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.01,0.9645581395348836,0.9879062736205592,0.9642857142857144,335,84
rec,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.65,0.9633273703041146,0.9909297052154196,0.9642857142857144,335,84
rec,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.46,0.9639907816401,0.9931972789115646,0.9642857142857144,335,84
rec,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,1,0.53,0.9639907816401,0.9901738473167044,0.9642857142857144,335,84
rec,et,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.36,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.03,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.31,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.21,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,2,0.26,1.0,1.0,1.0,335,84
rec,et,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.36,0.9761904761904762,0.995601173020528,0.9761904761904762,335,84
rec,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.98,0.9880044296788482,0.998533724340176,0.988095238095238,335,84
rec,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.61,0.9880044296788482,0.998533724340176,0.988095238095238,335,84
rec,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.76,0.9880044296788482,0.997067448680352,0.988095238095238,335,84
rec,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.49,0.9635592124595944,0.9907834101382488,0.963855421686747,336,83
rec,lgbm,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.99,0.9628921500660425,0.9838709677419354,0.963855421686747,336,83
rec,rf,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.7100000000000001,0.9628921500660425,0.9900153609831028,0.963855421686747,336,83
rec,voting,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.79,0.9628921500660425,0.989247311827957,0.963855421686747,336,83
rec,xgb,clinical+temporal+pathological,clinical+temporal+pathological,3,4,0.78,0.9628921500660425,0.9792626728110598,0.963855421686747,336,83
rec,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.24,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.12,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.22,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.13,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,0,0.05,1.0,1.0,1.0,335,84
rec,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.64,0.9633273703041146,0.9924414210128496,0.9642857142857144,335,84
rec,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.01,0.9645581395348836,0.9879062736205592,0.9642857142857144,335,84
rec,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.65,0.9633273703041146,0.9924414210128496,0.9642857142857144,335,84
rec,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.54,0.9639907816401,0.9931972789115646,0.9642857142857144,335,84
rec,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,1,0.67,0.9757812499999998,0.9916855631141344,0.9761904761904762,335,84
rec,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.36,1.0,1.0,1.0,335,84
rec,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.03,1.0,1.0,1.0,335,84
rec,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.31,1.0,1.0,1.0,335,84
rec,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.22,1.0,1.0,1.0,335,84
rec,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,2,0.22,1.0,1.0,1.0,335,84
rec,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,3,0.35,0.9761904761904762,0.9941348973607038,0.9761904761904762,335,84
rec,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,3,0.93,0.9880044296788482,0.999266862170088,0.988095238095238,335,84
rec,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,3,0.33,0.9761904761904762,0.99633431085044,0.9761904761904762,335,84
rec,voting,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,3,0.75,0.9880044296788482,0.997067448680352,0.988095238095238,335,84
rec,xgb,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,3,0.03,0.9881791198864368,0.999266862170088,0.988095238095238,335,84
rec,et,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,4,0.49,0.9635592124595944,0.9923195084485408,0.963855421686747,336,83
rec,lgbm,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,4,0.98,0.9628921500660425,0.989247311827957,0.963855421686747,336,83
rec,rf,clinical+temporal+pathological+spatial,clinical+temporal+pathological+spatial,4,4,0.54,0.9635592124595944,0.9900153609831028,0.963855421686747,336,83
